"Saharan_dust.Fark_Max" "Saharan_dust.Fark_Min" "Saharan_dust.Abs_Total" "DATE" "MONTH" "YEAR" "FULLTIME"
"753" 0 -11.799988 11.799988 22 1 2010 "22.01.2010_00:00"
"754" -15.700012 -4.399963 20.099975 23 1 2010 "23.01.2010_00:00"
"755" -9.800049 -5.700012 15.500061 24 1 2010 "24.01.2010_00:00"
"756" -9.100098 -8.099976 17.200074 25 1 2010 "25.01.2010_00:00"
"757" -0.299927 -20.099976 20.399903 26 1 2010 "26.01.2010_00:00"
"758" 0 -28.699951 28.699951 27 1 2010 "27.01.2010_00:00"
"759" -4.999939 0 4.999939 28 1 2010 "28.01.2010_00:00"
"760" -4.700012 -0.399963 5.099975 29 1 2010 "29.01.2010_00:00"
"761" -4.799988 0 4.799988 30 1 2010 "30.01.2010_00:00"
"762" -3.100037 -9.099976 12.200013 31 1 2010 "31.01.2010_00:00"
"763" -2.099976 -5.400024 7.5 1 2 2010 "01.02.2010_00:00"
"764" -1.5 -5.099976 6.599976 2 2 2010 "02.02.2010_00:00"
"765" -6.599976 0 6.599976 3 2 2010 "03.02.2010_00:00"
"766" -1.199951 0 1.199951 4 2 2010 "04.02.2010_00:00"
"767" -2.599976 0 2.599976 5 2 2010 "05.02.2010_00:00"
"768" 0 0 0 6 2 2010 "06.02.2010_00:00"
"769" -1 -14.400024 15.400024 7 2 2010 "07.02.2010_00:00"
"770" -8.299988 -14.799988 23.099976 8 2 2010 "08.02.2010_00:00"
"771" -5.900024 -8.200012 14.100036 9 2 2010 "09.02.2010_00:00"
"772" -1.199951 -15.400024 16.599975 10 2 2010 "10.02.2010_00:00"
"773" -7.100037 -14.299988 21.400025 11 2 2010 "11.02.2010_00:00"
"774" -7.199951 -6 13.199951 12 2 2010 "12.02.2010_00:00"
"775" -2.600037 -10.299988 12.900025 13 2 2010 "13.02.2010_00:00"
"776" -4.200012 -9.700012 13.900024 14 2 2010 "14.02.2010_00:00"
"777" -5.899963 -16.400024 22.299987 15 2 2010 "15.02.2010_00:00"
"778" 0 -5.399963 5.399963 16 2 2010 "16.02.2010_00:00"
"779" -0.700012 -3.799988 4.5 17 2 2010 "17.02.2010_00:00"
"780" -0.700012 0 0.700012 18 2 2010 "18.02.2010_00:00"
"781" -2.5 -3.800049 6.300049 19 2 2010 "19.02.2010_00:00"
"782" 0 -0.699951 0.699951 20 2 2010 "20.02.2010_00:00"
"783" -1.800049 -5.799988 7.600037 21 2 2010 "21.02.2010_00:00"
"784" -3.099976 0 3.099976 22 2 2010 "22.02.2010_00:00"
"785" -0.200012 0 0.200012 23 2 2010 "23.02.2010_00:00"
"786" -2.900024 0 2.900024 24 2 2010 "24.02.2010_00:00"
"787" -4.099976 0 4.099976 25 2 2010 "25.02.2010_00:00"
"788" -4.900024 0 4.900024 26 2 2010 "26.02.2010_00:00"
"789" -2.799988 -2.399963 5.199951 27 2 2010 "27.02.2010_00:00"
"790" -5.600037 0 5.600037 28 2 2010 "28.02.2010_00:00"
"791" 0 0 0 1 3 2010 "01.03.2010_00:00"
"792" -2.600037 -5.700012 8.300049 2 3 2010 "02.03.2010_00:00"
"793" -5 -14.700012 19.700012 3 3 2010 "03.03.2010_00:00"
"794" 0 -9.900024 9.900024 4 3 2010 "04.03.2010_00:00"
"795" -5 -12.099976 17.099976 5 3 2010 "05.03.2010_00:00"
"796" -2.700012 -5.099976 7.799988 6 3 2010 "06.03.2010_00:00"
"797" -2.599976 -27.199951 29.799927 7 3 2010 "07.03.2010_00:00"
"798" -6.199951 -26.399963 32.599914 8 3 2010 "08.03.2010_00:00"
"799" -9.700012 -20.799988 30.5 9 3 2010 "09.03.2010_00:00"
"800" -7.800049 -20 27.800049 10 3 2010 "10.03.2010_00:00"
"801" -9.599976 -7.399963 16.999939 11 3 2010 "11.03.2010_00:00"
"802" -2.199951 -3.799988 5.999939 12 3 2010 "12.03.2010_00:00"
"803" -0.800049 -3.5 4.300049 13 3 2010 "13.03.2010_00:00"
"804" -2.799988 -7.200012 10 14 3 2010 "14.03.2010_00:00"
"805" -3.200012 -5.5 8.700012 15 3 2010 "15.03.2010_00:00"
"806" -1.5 0 1.5 16 3 2010 "16.03.2010_00:00"
"807" 0 -3 3 17 3 2010 "17.03.2010_00:00"
"808" -0.800049 0 0.800049 18 3 2010 "18.03.2010_00:00"
"809" 0 0 0 19 3 2010 "19.03.2010_00:00"
"810" 0 0 0 20 3 2010 "20.03.2010_00:00"
"811" 0 0 0 21 3 2010 "21.03.2010_00:00"
"812" -0.099976 -3.799988 3.899964 22 3 2010 "22.03.2010_00:00"
"813" -1.099976 -4.5 5.599976 23 3 2010 "23.03.2010_00:00"
"814" -5.899963 0 5.899963 24 3 2010 "24.03.2010_00:00"
"815" -6.799988 0 6.799988 25 3 2010 "25.03.2010_00:00"
"816" -5.299927 0 5.299927 26 3 2010 "26.03.2010_00:00"
"817" -2.799988 0 2.799988 27 3 2010 "27.03.2010_00:00"
"818" -0.700012 -3.700012 4.400024 28 3 2010 "28.03.2010_00:00"
"819" -4.200012 0 4.200012 29 3 2010 "29.03.2010_00:00"
"820" -0.099976 0 0.099976 30 3 2010 "30.03.2010_00:00"
"821" -0.399963 0 0.399963 31 3 2010 "31.03.2010_00:00"
"822" -1 -0.800049 1.800049 1 4 2010 "01.04.2010_00:00"
"823" -0.399963 0 0.399963 2 4 2010 "02.04.2010_00:00"
"824" -1 0 1 3 4 2010 "03.04.2010_00:00"
"825" 0 0 0 4 4 2010 "04.04.2010_00:00"
"826" -1.5 -4.799988 6.299988 5 4 2010 "05.04.2010_00:00"
"827" -3.799988 -8.5 12.299988 6 4 2010 "06.04.2010_00:00"
"828" -4.799988 -0.5 5.299988 7 4 2010 "07.04.2010_00:00"
"829" -5.099976 -9.299988 14.399964 8 4 2010 "08.04.2010_00:00"
"830" -1.700012 -14.799988 16.5 9 4 2010 "09.04.2010_00:00"
"831" 0 -14.599976 14.599976 10 4 2010 "10.04.2010_00:00"
"832" -0.899963 -10.900024 11.799987 11 4 2010 "11.04.2010_00:00"
"833" -4.400024 -10.699951 15.099975 12 4 2010 "12.04.2010_00:00"
"834" 0 -12.200012 12.200012 13 4 2010 "13.04.2010_00:00"
"835" -0.699951 -7.099976 7.799927 14 4 2010 "14.04.2010_00:00"
"836" -2.5 -5.599976 8.099976 15 4 2010 "15.04.2010_00:00"
"837" -1.799988 -6.700012 8.5 16 4 2010 "16.04.2010_00:00"
"838" 0 -9.299988 9.299988 17 4 2010 "17.04.2010_00:00"
"839" -4.899963 -8.400024 13.299987 18 4 2010 "18.04.2010_00:00"
"840" -3.5 -1.599976 5.099976 19 4 2010 "19.04.2010_00:00"
"841" -3.300049 -4.900024 8.200073 20 4 2010 "20.04.2010_00:00"
"842" -3.200012 -1.5 4.700012 21 4 2010 "21.04.2010_00:00"
"843" -1.5 -4.5 6 22 4 2010 "22.04.2010_00:00"
"844" 0 -7 7 23 4 2010 "23.04.2010_00:00"
"845" -1.099976 -7.5 8.599976 24 4 2010 "24.04.2010_00:00"
"846" -2.200012 -6.900024 9.100036 25 4 2010 "25.04.2010_00:00"
"847" -7.899963 -7.400024 15.299987 26 4 2010 "26.04.2010_00:00"
"848" -8.900024 -6.700012 15.600036 27 4 2010 "27.04.2010_00:00"
"849" -6.099976 -4.600037 10.700013 28 4 2010 "28.04.2010_00:00"
"850" -3.899963 0 3.899963 29 4 2010 "29.04.2010_00:00"
"851" -1.799988 0 1.799988 30 4 2010 "30.04.2010_00:00"
"852" -0.200012 0 0.200012 1 5 2010 "01.05.2010_00:00"
"853" 0 -0.399963 0.399963 2 5 2010 "02.05.2010_00:00"
"854" 0 -0.5 0.5 3 5 2010 "03.05.2010_00:00"
"855" -1.700012 -14.299988 16 4 5 2010 "04.05.2010_00:00"
"856" -0.599976 -8.899963 9.499939 5 5 2010 "05.05.2010_00:00"
"857" -0.100037 0 0.100037 6 5 2010 "06.05.2010_00:00"
"858" -1.400024 0 1.400024 7 5 2010 "07.05.2010_00:00"
"859" -0.400024 -8.700012 9.100036 8 5 2010 "08.05.2010_00:00"
"860" 0 -6.5 6.5 9 5 2010 "09.05.2010_00:00"
"861" -1.200012 -1.300049 2.500061 10 5 2010 "10.05.2010_00:00"
"862" 0 -1.400024 1.400024 11 5 2010 "11.05.2010_00:00"
"863" -0.100037 0 0.100037 12 5 2010 "12.05.2010_00:00"
"864" 0 -1.400024 1.400024 13 5 2010 "13.05.2010_00:00"
"865" -0.799988 -0.5 1.299988 14 5 2010 "14.05.2010_00:00"
"866" 0 -9.100037 9.100037 15 5 2010 "15.05.2010_00:00"
"867" -0.599976 -6.800049 7.400025 16 5 2010 "16.05.2010_00:00"
"868" -3.5 -11.900024 15.400024 17 5 2010 "17.05.2010_00:00"
"869" -3.5 -11.099976 14.599976 18 5 2010 "18.05.2010_00:00"
"870" -3.299988 -6.200012 9.5 19 5 2010 "19.05.2010_00:00"
"871" -1.200012 -8.800049 10.000061 20 5 2010 "20.05.2010_00:00"
"872" 0 -9.599976 9.599976 21 5 2010 "21.05.2010_00:00"
"873" -0.299988 -9.299988 9.599976 22 5 2010 "22.05.2010_00:00"
"874" -3.900024 -5.599976 9.5 23 5 2010 "23.05.2010_00:00"
"875" -0.399963 -4 4.399963 24 5 2010 "24.05.2010_00:00"
"876" -0.300049 -4.799988 5.100037 25 5 2010 "25.05.2010_00:00"
"877" 0 0 0 26 5 2010 "26.05.2010_00:00"
"878" -0.5 0 0.5 27 5 2010 "27.05.2010_00:00"
"879" -0.5 -1.299988 1.799988 28 5 2010 "28.05.2010_00:00"
"880" -0.599976 -7.5 8.099976 29 5 2010 "29.05.2010_00:00"
"881" 0 -1.799988 1.799988 30 5 2010 "30.05.2010_00:00"
"882" -0.099976 -0.5 0.599976 31 5 2010 "31.05.2010_00:00"
"883" -0.799988 -6.900024 7.700012 1 6 2010 "01.06.2010_00:00"
"884" -2 -4.599976 6.599976 2 6 2010 "02.06.2010_00:00"
"885" -0.299988 -2.599976 2.899964 3 6 2010 "03.06.2010_00:00"
"886" 0 -6.700012 6.700012 4 6 2010 "04.06.2010_00:00"
"887" 0 -7.800049 7.800049 5 6 2010 "05.06.2010_00:00"
"888" -6.200012 -0.800049 7.000061 6 6 2010 "06.06.2010_00:00"
"889" -4.799988 0 4.799988 7 6 2010 "07.06.2010_00:00"
"890" -3.100037 0 3.100037 8 6 2010 "08.06.2010_00:00"
"891" -0.800049 0 0.800049 9 6 2010 "09.06.2010_00:00"
"892" -2.799988 -4 6.799988 10 6 2010 "10.06.2010_00:00"
"893" -2.299988 0 2.299988 11 6 2010 "11.06.2010_00:00"
"894" -0.700012 -2 2.700012 12 6 2010 "12.06.2010_00:00"
"895" 0 -4.699951 4.699951 13 6 2010 "13.06.2010_00:00"
"896" 0 -2.400024 2.400024 14 6 2010 "14.06.2010_00:00"
"897" 0 -8.099976 8.099976 15 6 2010 "15.06.2010_00:00"
"898" 0 -4 4 16 6 2010 "16.06.2010_00:00"
"899" 0 -2.399963 2.399963 17 6 2010 "17.06.2010_00:00"
"900" -2.900024 -3.900024 6.800048 18 6 2010 "18.06.2010_00:00"
"901" -0.400024 -1.900024 2.300048 19 6 2010 "19.06.2010_00:00"
"902" -0.899963 -4.600037 5.5 20 6 2010 "20.06.2010_00:00"
"903" -0.299988 -5.799988 6.099976 21 6 2010 "21.06.2010_00:00"
"904" -1.799988 -8.900024 10.700012 22 6 2010 "22.06.2010_00:00"
"905" -2.600037 -10.5 13.100037 23 6 2010 "23.06.2010_00:00"
"906" -3.600037 -8.800049 12.400086 24 6 2010 "24.06.2010_00:00"
"907" -1.099976 -4.799988 5.899964 25 6 2010 "25.06.2010_00:00"
"908" -2.200012 -6 8.200012 26 6 2010 "26.06.2010_00:00"
"909" -0.100037 -11.099976 11.200013 27 6 2010 "27.06.2010_00:00"
"910" -0.599976 -9.5 10.099976 28 6 2010 "28.06.2010_00:00"
"911" 0 -4.600037 4.600037 29 6 2010 "29.06.2010_00:00"
"912" -1.299988 -5.400024 6.700012 30 6 2010 "30.06.2010_00:00"
"913" -0.5 -6.100037 6.600037 1 7 2010 "01.07.2010_00:00"
"914" -1 0 1 2 7 2010 "02.07.2010_00:00"
"915" -1.599976 -2.700012 4.299988 3 7 2010 "03.07.2010_00:00"
"916" -0.600037 -4.099976 4.700013 4 7 2010 "04.07.2010_00:00"
"917" -2.700012 -3 5.700012 5 7 2010 "05.07.2010_00:00"
"918" -0.699951 -2.800049 3.5 6 7 2010 "06.07.2010_00:00"
"919" -0.700012 -8.5 9.200012 7 7 2010 "07.07.2010_00:00"
"920" -3.900024 -6.099976 10 8 7 2010 "08.07.2010_00:00"
"921" -5 -2.5 7.5 9 7 2010 "09.07.2010_00:00"
"922" -3.600037 -3.399963 7 10 7 2010 "10.07.2010_00:00"
"923" -2 -0.799988 2.799988 11 7 2010 "11.07.2010_00:00"
"924" -0.199951 0 0.199951 12 7 2010 "12.07.2010_00:00"
"925" -0.599976 0 0.599976 13 7 2010 "13.07.2010_00:00"
"926" -0.699951 0 0.699951 14 7 2010 "14.07.2010_00:00"
"927" -1.5 0 1.5 15 7 2010 "15.07.2010_00:00"
"928" -3.099976 0 3.099976 16 7 2010 "16.07.2010_00:00"
"929" -2.399963 -2.600037 5 17 7 2010 "17.07.2010_00:00"
"930" -2 -2.799988 4.799988 18 7 2010 "18.07.2010_00:00"
"931" -3.299988 -9.900024 13.200012 19 7 2010 "19.07.2010_00:00"
"932" -2.900024 -5.200012 8.100036 20 7 2010 "20.07.2010_00:00"
"933" -2.399963 0 2.399963 21 7 2010 "21.07.2010_00:00"
"934" -2.599976 -0.799988 3.399964 22 7 2010 "22.07.2010_00:00"
"935" -2 -1.799988 3.799988 23 7 2010 "23.07.2010_00:00"
"936" -1.199951 0 1.199951 24 7 2010 "24.07.2010_00:00"
"937" -0.400024 -8.099976 8.5 25 7 2010 "25.07.2010_00:00"
"938" -1.400024 -10.5 11.900024 26 7 2010 "26.07.2010_00:00"
"939" 0 -4 4 27 7 2010 "27.07.2010_00:00"
"940" -0.800049 -6 6.800049 28 7 2010 "28.07.2010_00:00"
"941" -2.200012 -2.299988 4.5 29 7 2010 "29.07.2010_00:00"
"942" -1.599976 -3.5 5.099976 30 7 2010 "30.07.2010_00:00"
"943" -2.5 -5.5 8 31 7 2010 "31.07.2010_00:00"
"944" -2 -3 5 1 8 2010 "01.08.2010_00:00"
"945" -2.399963 -2.700012 5.099975 2 8 2010 "02.08.2010_00:00"
"946" -1 -1.599976 2.599976 3 8 2010 "03.08.2010_00:00"
"947" -0.400024 -7.299988 7.700012 4 8 2010 "04.08.2010_00:00"
"948" -1.400024 -2.600037 4.000061 5 8 2010 "05.08.2010_00:00"
"949" 0 -1.399963 1.399963 6 8 2010 "06.08.2010_00:00"
"950" 0 -1.900024 1.900024 7 8 2010 "07.08.2010_00:00"
"951" -1.799988 -3.5 5.299988 8 8 2010 "08.08.2010_00:00"
"952" -3.299988 -6.799988 10.099976 9 8 2010 "09.08.2010_00:00"
"953" -3.5 -4.900024 8.400024 10 8 2010 "10.08.2010_00:00"
"954" -2.299988 -2.900024 5.200012 11 8 2010 "11.08.2010_00:00"
"955" -1.299988 -2.300049 3.600037 12 8 2010 "12.08.2010_00:00"
"956" 0 -3.700012 3.700012 13 8 2010 "13.08.2010_00:00"
"957" -0.099976 -4.299988 4.399964 14 8 2010 "14.08.2010_00:00"
"958" -1.5 0 1.5 15 8 2010 "15.08.2010_00:00"
"959" -1.299988 0 1.299988 16 8 2010 "16.08.2010_00:00"
"960" -0.799988 0 0.799988 17 8 2010 "17.08.2010_00:00"
"961" 0 -1 1 18 8 2010 "18.08.2010_00:00"
"962" -0.5 -2.200012 2.700012 19 8 2010 "19.08.2010_00:00"
"963" -1.900024 -3.900024 5.800048 20 8 2010 "20.08.2010_00:00"
"964" -4.700012 -6.799988 11.5 21 8 2010 "21.08.2010_00:00"
"965" -5.199951 -5.700012 10.899963 22 8 2010 "22.08.2010_00:00"
"966" -3 0 3 23 8 2010 "23.08.2010_00:00"
"967" -0.599976 0 0.599976 24 8 2010 "24.08.2010_00:00"
"968" 0 -3.400024 3.400024 25 8 2010 "25.08.2010_00:00"
"969" -2.400024 0 2.400024 26 8 2010 "26.08.2010_00:00"
"970" 0 0 0 27 8 2010 "27.08.2010_00:00"
"971" -0.399963 -2.100037 2.5 28 8 2010 "28.08.2010_00:00"
"972" 0 -8.5 8.5 29 8 2010 "29.08.2010_00:00"
"973" -3.899963 -0.799988 4.699951 30 8 2010 "30.08.2010_00:00"
"974" -0.900024 -6.099976 7 31 8 2010 "31.08.2010_00:00"
"975" -2 -7.100037 9.100037 1 9 2010 "01.09.2010_00:00"
"976" -0.099976 -9.799988 9.899964 2 9 2010 "02.09.2010_00:00"
"977" 0 -6.800049 6.800049 3 9 2010 "03.09.2010_00:00"
"978" -2.400024 -7.300049 9.700073 4 9 2010 "04.09.2010_00:00"
"979" -3.599976 -7.400024 11 5 9 2010 "05.09.2010_00:00"
"980" -2.899963 -0.5 3.399963 6 9 2010 "06.09.2010_00:00"
"981" -3.5 0 3.5 7 9 2010 "07.09.2010_00:00"
"982" 0 0 0 8 9 2010 "08.09.2010_00:00"
"983" -0.399963 0 0.399963 9 9 2010 "09.09.2010_00:00"
"984" -5.800049 -7.699951 13.5 10 9 2010 "10.09.2010_00:00"
"985" -8.299988 -9.400024 17.700012 11 9 2010 "11.09.2010_00:00"
"986" -7.099976 -8 15.099976 12 9 2010 "12.09.2010_00:00"
"987" -3.300049 -4.099976 7.400025 13 9 2010 "13.09.2010_00:00"
"988" -2.099976 -6.799988 8.899964 14 9 2010 "14.09.2010_00:00"
"989" -1.799988 0 1.799988 15 9 2010 "15.09.2010_00:00"
"990" -0.5 0 0.5 16 9 2010 "16.09.2010_00:00"
"991" -0.400024 -0.299988 0.700012 17 9 2010 "17.09.2010_00:00"
"992" 0 -5.599976 5.599976 18 9 2010 "18.09.2010_00:00"
"993" -0.299988 -7.800049 8.100037 19 9 2010 "19.09.2010_00:00"
"994" -0.700012 -6.099976 6.799988 20 9 2010 "20.09.2010_00:00"
"995" -6.600037 -6.5 13.100037 21 9 2010 "21.09.2010_00:00"
"996" -5.299988 -3.799988 9.099976 22 9 2010 "22.09.2010_00:00"
"997" -4 0 4 23 9 2010 "23.09.2010_00:00"
"998" -4 0 4 24 9 2010 "24.09.2010_00:00"
"999" -1.600037 -2.399963 4 25 9 2010 "25.09.2010_00:00"
"1000" -0.399963 -2.699951 3.099914 26 9 2010 "26.09.2010_00:00"
"1001" 0 -2.5 2.5 27 9 2010 "27.09.2010_00:00"
"1002" 0 -0.099976 0.099976 28 9 2010 "28.09.2010_00:00"
"1003" 0 -4.799988 4.799988 29 9 2010 "29.09.2010_00:00"
"1004" -1.800049 -5.199951 7 30 9 2010 "30.09.2010_00:00"
"1005" -1.700012 -0.100037 1.800049 1 10 2010 "01.10.2010_00:00"
"1006" -2.099976 0 2.099976 2 10 2010 "02.10.2010_00:00"
"1007" -3.099976 0 3.099976 3 10 2010 "03.10.2010_00:00"
"1008" -2.5 -2.599976 5.099976 4 10 2010 "04.10.2010_00:00"
"1009" -1.400024 0 1.400024 5 10 2010 "05.10.2010_00:00"
"1010" -4 0 4 6 10 2010 "06.10.2010_00:00"
"1011" -8.800049 -6.700012 15.500061 7 10 2010 "07.10.2010_00:00"
"1012" -9.100037 -0.599976 9.700013 8 10 2010 "08.10.2010_00:00"
"1013" -7.900024 -1.100037 9.000061 9 10 2010 "09.10.2010_00:00"
"1014" 0 -1.899963 1.899963 10 10 2010 "10.10.2010_00:00"
"1015" 0 -9.5 9.5 11 10 2010 "11.10.2010_00:00"
"1016" -0.900024 -11.900024 12.800048 12 10 2010 "12.10.2010_00:00"
"1017" 0 -11.799988 11.799988 13 10 2010 "13.10.2010_00:00"
"1018" -2.299988 -9.299988 11.599976 14 10 2010 "14.10.2010_00:00"
"1019" -3.599976 -7.200012 10.799988 15 10 2010 "15.10.2010_00:00"
"1020" -1 -3.899963 4.899963 16 10 2010 "16.10.2010_00:00"
"1021" 0 -8.599976 8.599976 17 10 2010 "17.10.2010_00:00"
"1022" 0 -10.900024 10.900024 18 10 2010 "18.10.2010_00:00"
"1023" -2.700012 -20 22.700012 19 10 2010 "19.10.2010_00:00"
"1024" -2.299988 -2.899963 5.199951 20 10 2010 "20.10.2010_00:00"
"1025" 0 -3.5 3.5 21 10 2010 "21.10.2010_00:00"
"1026" -6.5 -4.200012 10.700012 22 10 2010 "22.10.2010_00:00"
"1027" -4.299988 0 4.299988 23 10 2010 "23.10.2010_00:00"
"1028" 0 0 0 24 10 2010 "24.10.2010_00:00"
"1029" 0 -9 9 25 10 2010 "25.10.2010_00:00"
"1030" -1.5 -12.700012 14.200012 26 10 2010 "26.10.2010_00:00"
"1031" -1.100037 -11.599976 12.700013 27 10 2010 "27.10.2010_00:00"
"1032" -11.800049 -9.5 21.300049 28 10 2010 "28.10.2010_00:00"
"1033" -9.099976 0 9.099976 29 10 2010 "29.10.2010_00:00"
"1034" -0.899963 0 0.899963 30 10 2010 "30.10.2010_00:00"
"1035" 0 -0.400024 0.400024 31 10 2010 "31.10.2010_00:00"
"1036" 0 -1.5 1.5 1 11 2010 "01.11.2010_00:00"
"1037" 0 -5.200012 5.200012 2 11 2010 "02.11.2010_00:00"
"1038" 0 -1.399963 1.399963 3 11 2010 "03.11.2010_00:00"
"1039" -0.200073 -2.100037 2.30011 4 11 2010 "04.11.2010_00:00"
"1040" 0 -2.099976 2.099976 5 11 2010 "05.11.2010_00:00"
"1041" 0 -1 1 6 11 2010 "06.11.2010_00:00"
"1042" -0.200012 0 0.200012 7 11 2010 "07.11.2010_00:00"
"1043" -0.699951 0 0.699951 8 11 2010 "08.11.2010_00:00"
"1044" -1.700012 0 1.700012 9 11 2010 "09.11.2010_00:00"
"1045" -2.600037 0 2.600037 10 11 2010 "10.11.2010_00:00"
"1046" -1.100037 0 1.100037 11 11 2010 "11.11.2010_00:00"
"1047" 0 0 0 12 11 2010 "12.11.2010_00:00"
"1048" -0.799988 0 0.799988 13 11 2010 "13.11.2010_00:00"
"1049" 0 0 0 14 11 2010 "14.11.2010_00:00"
"1050" 0 0 0 15 11 2010 "15.11.2010_00:00"
"1051" -1.800049 -3.099976 4.900025 16 11 2010 "16.11.2010_00:00"
"1052" -2.299988 -6.299988 8.599976 17 11 2010 "17.11.2010_00:00"
"1053" -1.5 0 1.5 18 11 2010 "18.11.2010_00:00"
"1054" 0 0 0 19 11 2010 "19.11.2010_00:00"
"1055" 0 -1 1 20 11 2010 "20.11.2010_00:00"
"1056" 0 -3.800049 3.800049 21 11 2010 "21.11.2010_00:00"
"1057" 0 -1.399963 1.399963 22 11 2010 "22.11.2010_00:00"
"1058" -1 -1.100037 2.100037 23 11 2010 "23.11.2010_00:00"
"1059" -2 -2.700012 4.700012 24 11 2010 "24.11.2010_00:00"
"1060" -3 -2.5 5.5 25 11 2010 "25.11.2010_00:00"
"1061" -2.600037 0 2.600037 26 11 2010 "26.11.2010_00:00"
"1062" -1.599976 -2.399963 3.999939 27 11 2010 "27.11.2010_00:00"
"1063" 0 -5.200012 5.200012 28 11 2010 "28.11.2010_00:00"
"1064" -0.099976 -2.599976 2.699952 29 11 2010 "29.11.2010_00:00"
"1065" -2.599976 -10.299988 12.899964 30 11 2010 "30.11.2010_00:00"
"1066" -0.700012 -6.400024 7.100036 1 12 2010 "01.12.2010_00:00"
"1067" 0 0 0 2 12 2010 "02.12.2010_00:00"
"1068" -0.5 -0.900024 1.400024 3 12 2010 "03.12.2010_00:00"
"1069" -1.700012 -3.800049 5.500061 4 12 2010 "04.12.2010_00:00"
"1070" -3.5 0 3.5 5 12 2010 "05.12.2010_00:00"
"1071" -1 -2.800049 3.800049 6 12 2010 "06.12.2010_00:00"
"1072" 0 0 0 7 12 2010 "07.12.2010_00:00"
"1073" 0 -1.799988 1.799988 8 12 2010 "08.12.2010_00:00"
"1074" 0 0 0 9 12 2010 "09.12.2010_00:00"
"1075" -4.5 -11.200012 15.700012 10 12 2010 "10.12.2010_00:00"
"1076" -12.799988 -14.5 27.299988 11 12 2010 "11.12.2010_00:00"
"1077" -6.299988 -1.799988 8.099976 12 12 2010 "12.12.2010_00:00"
"1078" -0.299988 -9.399963 9.699951 13 12 2010 "13.12.2010_00:00"
"1079" -7.599976 -11.200012 18.799988 14 12 2010 "14.12.2010_00:00"
"1080" -4.599976 -4.800049 9.400025 15 12 2010 "15.12.2010_00:00"
"1081" -4.200012 -17.099976 21.299988 16 12 2010 "16.12.2010_00:00"
"1082" -9 0 9 17 12 2010 "17.12.2010_00:00"
"1083" -4.200012 -3.099976 7.299988 18 12 2010 "18.12.2010_00:00"
"1084" -1.200012 0 1.200012 19 12 2010 "19.12.2010_00:00"
"1085" -1.5 0 1.5 20 12 2010 "20.12.2010_00:00"
"1086" -4.599976 0 4.599976 21 12 2010 "21.12.2010_00:00"
"1087" -2.199951 -4.100037 6.299988 22 12 2010 "22.12.2010_00:00"
"1088" -2.199951 -4.400024 6.599975 23 12 2010 "23.12.2010_00:00"
"1089" -3.5 -3.200012 6.700012 24 12 2010 "24.12.2010_00:00"
"1090" -3.100037 -4.399963 7.5 25 12 2010 "25.12.2010_00:00"
"1091" -3.899963 -10.400024 14.299987 26 12 2010 "26.12.2010_00:00"
"1092" -4.400024 -13.199951 17.599975 27 12 2010 "27.12.2010_00:00"
"1093" -5.599976 -5 10.599976 28 12 2010 "28.12.2010_00:00"
"1094" -8.200073 -5 13.200073 29 12 2010 "29.12.2010_00:00"
"1095" -6.5 -2.200012 8.700012 30 12 2010 "30.12.2010_00:00"
"1096" -3.800049 -3.600037 7.400086 31 12 2010 "31.12.2010_00:00"
"1097" 0 -3.600037 3.600037 1 1 2011 "01.01.2011_00:00"
"1098" -0.200073 -3.599976 3.800049 2 1 2011 "02.01.2011_00:00"
"1099" -5.200012 -12.900024 18.100036 3 1 2011 "03.01.2011_00:00"
"1100" -10.199951 -8.200012 18.399963 4 1 2011 "04.01.2011_00:00"
"1101" -6.599976 0 6.599976 5 1 2011 "05.01.2011_00:00"
"1102" -5.199951 0 5.199951 6 1 2011 "06.01.2011_00:00"
"1103" -1.900024 0 1.900024 7 1 2011 "07.01.2011_00:00"
"1104" 0 0 0 8 1 2011 "08.01.2011_00:00"
"1105" 0 0 0 9 1 2011 "09.01.2011_00:00"
"1106" -0.200073 -0.699951 0.900024 10 1 2011 "10.01.2011_00:00"
"1107" -0.5 0 0.5 11 1 2011 "11.01.2011_00:00"
"1108" -4.099976 -1.799988 5.899964 12 1 2011 "12.01.2011_00:00"
"1109" -3.199951 0 3.199951 13 1 2011 "13.01.2011_00:00"
"1110" -0.400024 0 0.400024 14 1 2011 "14.01.2011_00:00"
"1111" -2 -1.899963 3.899963 15 1 2011 "15.01.2011_00:00"
"1112" -0.100037 -5 5.100037 16 1 2011 "16.01.2011_00:00"
"1113" -5.099976 -4.200012 9.299988 17 1 2011 "17.01.2011_00:00"
"1114" 0 0 0 18 1 2011 "18.01.2011_00:00"
"1115" 0 -0.799988 0.799988 19 1 2011 "19.01.2011_00:00"
"1116" -1.5 -6.600037 8.100037 20 1 2011 "20.01.2011_00:00"
"1117" -1 -15.299927 16.299927 21 1 2011 "21.01.2011_00:00"
"1118" -3.099976 -20.600037 23.700013 22 1 2011 "22.01.2011_00:00"
"1119" -2.600037 -17.099976 19.700013 23 1 2011 "23.01.2011_00:00"
"1120" -3 -9.200012 12.200012 24 1 2011 "24.01.2011_00:00"
"1121" -2.900024 -5.700012 8.600036 25 1 2011 "25.01.2011_00:00"
"1122" -6.100037 0 6.100037 26 1 2011 "26.01.2011_00:00"
