"Saharan_dust.Fark_Max" "Saharan_dust.Fark_Min" "Saharan_dust.Abs_Total" "DATE" "MONTH" "YEAR" "FULLTIME"
"376" -0.099976 -10.800049 10.900025 10 1 2009 "10.01.2009_00:00"
"377" -5.300049 -10.200073 15.500122 11 1 2009 "11.01.2009_00:00"
"378" 0 -8.599976 8.599976 12 1 2009 "12.01.2009_00:00"
"379" 0 -7.700012 7.700012 13 1 2009 "13.01.2009_00:00"
"380" 0 -12.700012 12.700012 14 1 2009 "14.01.2009_00:00"
"381" -3.700073 -4.299988 8.000061 15 1 2009 "15.01.2009_00:00"
"382" -2.199951 0 2.199951 16 1 2009 "16.01.2009_00:00"
"383" -7.600037 0 7.600037 17 1 2009 "17.01.2009_00:00"
"384" 0 0 0 18 1 2009 "18.01.2009_00:00"
"385" 0 0 0 19 1 2009 "19.01.2009_00:00"
"386" 0 0 0 20 1 2009 "20.01.2009_00:00"
"387" 0 -0.5 0.5 21 1 2009 "21.01.2009_00:00"
"388" -1.800049 0 1.800049 22 1 2009 "22.01.2009_00:00"
"389" -7.400024 0 7.400024 23 1 2009 "23.01.2009_00:00"
"390" -6.599976 0 6.599976 24 1 2009 "24.01.2009_00:00"
"391" -7.199951 -8.299988 15.499939 25 1 2009 "25.01.2009_00:00"
"392" -6.399963 0 6.399963 26 1 2009 "26.01.2009_00:00"
"393" -1.5 -11.099976 12.599976 27 1 2009 "27.01.2009_00:00"
"394" -3.799988 -7.599976 11.399964 28 1 2009 "28.01.2009_00:00"
"395" -8 -7.599976 15.599976 29 1 2009 "29.01.2009_00:00"
"396" -4.700012 -10.300049 15.000061 30 1 2009 "30.01.2009_00:00"
"397" -4.399963 -1.899963 6.299926 31 1 2009 "31.01.2009_00:00"
"398" -0.5 -3.700012 4.200012 1 2 2009 "01.02.2009_00:00"
"399" 0 -5.200012 5.200012 2 2 2009 "02.02.2009_00:00"
"400" -0.099976 -1.600037 1.700013 3 2 2009 "03.02.2009_00:00"
"401" -1.099976 -1.400024 2.5 4 2 2009 "04.02.2009_00:00"
"402" -3.299988 0 3.299988 5 2 2009 "05.02.2009_00:00"
"403" -1.5 0 1.5 6 2 2009 "06.02.2009_00:00"
"404" -1.600037 0 1.600037 7 2 2009 "07.02.2009_00:00"
"405" -2.900024 -2 4.900024 8 2 2009 "08.02.2009_00:00"
"406" -6.700012 -7 13.700012 9 2 2009 "09.02.2009_00:00"
"407" -5.299988 0 5.299988 10 2 2009 "10.02.2009_00:00"
"408" -2.100037 0 2.100037 11 2 2009 "11.02.2009_00:00"
"409" -5.600037 -9.299988 14.900025 12 2 2009 "12.02.2009_00:00"
"410" -3.700012 -11.200012 14.900024 13 2 2009 "13.02.2009_00:00"
"411" -5.099976 -13.900024 19 14 2 2009 "14.02.2009_00:00"
"412" -5.400024 -11.600037 17.000061 15 2 2009 "15.02.2009_00:00"
"413" -3.700012 -7.799988 11.5 16 2 2009 "16.02.2009_00:00"
"414" -0.400024 0 0.400024 17 2 2009 "17.02.2009_00:00"
"415" -0.599976 -8.899963 9.499939 18 2 2009 "18.02.2009_00:00"
"416" -4.799988 -17.200012 22 19 2 2009 "19.02.2009_00:00"
"417" -6.100037 -17.099976 23.200013 20 2 2009 "20.02.2009_00:00"
"418" -10.700012 -8.900024 19.600036 21 2 2009 "21.02.2009_00:00"
"419" -4.899963 -9.400024 14.299987 22 2 2009 "22.02.2009_00:00"
"420" -4.399963 -0.5 4.899963 23 2 2009 "23.02.2009_00:00"
"421" -5.700012 -2.400024 8.100036 24 2 2009 "24.02.2009_00:00"
"422" -3.899963 -19.699951 23.599914 25 2 2009 "25.02.2009_00:00"
"423" -7.200012 -10 17.200012 26 2 2009 "26.02.2009_00:00"
"424" -4.799988 -0.800049 5.600037 27 2 2009 "27.02.2009_00:00"
"425" -2.199951 -1.599976 3.799927 28 2 2009 "28.02.2009_00:00"
"426" 0 0 0 1 3 2009 "01.03.2009_00:00"
"427" 0 0 0 2 3 2009 "02.03.2009_00:00"
"428" -1.299988 -1.600037 2.900025 3 3 2009 "03.03.2009_00:00"
"429" -2 0 2 4 3 2009 "04.03.2009_00:00"
"430" -1.799988 -1.099976 2.899964 5 3 2009 "05.03.2009_00:00"
"431" -5.5 -3.700012 9.200012 6 3 2009 "06.03.2009_00:00"
"432" -5.300049 -10.400024 15.700073 7 3 2009 "07.03.2009_00:00"
"433" -5.699951 -9.800049 15.5 8 3 2009 "08.03.2009_00:00"
"434" -2.400024 -2.200012 4.600036 9 3 2009 "09.03.2009_00:00"
"435" -2.100037 -5.799988 7.900025 10 3 2009 "10.03.2009_00:00"
"436" -2.5 0 2.5 11 3 2009 "11.03.2009_00:00"
"437" -0.800049 -7.5 8.300049 12 3 2009 "12.03.2009_00:00"
"438" -2.200012 0 2.200012 13 3 2009 "13.03.2009_00:00"
"439" -3.100037 -1.200012 4.300049 14 3 2009 "14.03.2009_00:00"
"440" -1.199951 0 1.199951 15 3 2009 "15.03.2009_00:00"
"441" 0 -8.299927 8.299927 16 3 2009 "16.03.2009_00:00"
"442" 0 -14.100037 14.100037 17 3 2009 "17.03.2009_00:00"
"443" -0.299988 -9.5 9.799988 18 3 2009 "18.03.2009_00:00"
"444" -2.400024 -6.700012 9.100036 19 3 2009 "19.03.2009_00:00"
"445" 0 -11.400024 11.400024 20 3 2009 "20.03.2009_00:00"
"446" 0 -24.699951 24.699951 21 3 2009 "21.03.2009_00:00"
"447" -3.399963 -18.400024 21.799987 22 3 2009 "22.03.2009_00:00"
"448" -5.399963 -5.700012 11.099975 23 3 2009 "23.03.2009_00:00"
"449" -4.100037 -2 6.100037 24 3 2009 "24.03.2009_00:00"
"450" -3.399963 -8.200012 11.599975 25 3 2009 "25.03.2009_00:00"
"451" -3.200012 0 3.200012 26 3 2009 "26.03.2009_00:00"
"452" -3.600037 0 3.600037 27 3 2009 "27.03.2009_00:00"
"453" 0 0 0 28 3 2009 "28.03.2009_00:00"
"454" 0 -7.600037 7.600037 29 3 2009 "29.03.2009_00:00"
"455" -1.100098 -2 3.100098 30 3 2009 "30.03.2009_00:00"
"456" 0 -13.5 13.5 31 3 2009 "31.03.2009_00:00"
"457" -2.299988 -7.299988 9.599976 1 4 2009 "01.04.2009_00:00"
"458" -3.899963 -2.5 6.399963 2 4 2009 "02.04.2009_00:00"
"459" -4.900024 -0.400024 5.300048 3 4 2009 "03.04.2009_00:00"
"460" -1.799988 -4.5 6.299988 4 4 2009 "04.04.2009_00:00"
"461" -0.100037 -5 5.100037 5 4 2009 "05.04.2009_00:00"
"462" -2.799988 -7.200012 10 6 4 2009 "06.04.2009_00:00"
"463" -2.900024 0 2.900024 7 4 2009 "07.04.2009_00:00"
"464" -2.5 0 2.5 8 4 2009 "08.04.2009_00:00"
"465" -0.299988 -2.399963 2.699951 9 4 2009 "09.04.2009_00:00"
"466" -2.200012 0 2.200012 10 4 2009 "10.04.2009_00:00"
"467" -4.100037 -2.600037 6.700074 11 4 2009 "11.04.2009_00:00"
"468" -6.900024 -9.100037 16.000061 12 4 2009 "12.04.2009_00:00"
"469" -4.100037 -12.5 16.600037 13 4 2009 "13.04.2009_00:00"
"471" -3 -0.5 3.5 15 4 2009 "15.04.2009_00:00"
"472" -1.599976 0 1.599976 16 4 2009 "16.04.2009_00:00"
"473" -0.200012 0 0.200012 17 4 2009 "17.04.2009_00:00"
"474" 0 0 0 18 4 2009 "18.04.2009_00:00"
"475" -0.200012 -5.099976 5.299988 19 4 2009 "19.04.2009_00:00"
"476" -2.300049 -6.900024 9.200073 20 4 2009 "20.04.2009_00:00"
"477" -0.700012 -9.799988 10.5 21 4 2009 "21.04.2009_00:00"
"478" -6 -12.5 18.5 22 4 2009 "22.04.2009_00:00"
"479" -9.100037 -6 15.100037 23 4 2009 "23.04.2009_00:00"
"480" -3 -5.700012 8.700012 24 4 2009 "24.04.2009_00:00"
"481" -0.299988 0 0.299988 25 4 2009 "25.04.2009_00:00"
"482" -4.399963 -3.100037 7.5 26 4 2009 "26.04.2009_00:00"
"483" -3.199951 -2.199951 5.399902 27 4 2009 "27.04.2009_00:00"
"484" -0.599976 0 0.599976 28 4 2009 "28.04.2009_00:00"
"485" -0.5 0 0.5 29 4 2009 "29.04.2009_00:00"
"486" -3.299988 -2.100037 5.400025 30 4 2009 "30.04.2009_00:00"
"487" -1.599976 -4.5 6.099976 1 5 2009 "01.05.2009_00:00"
"488" -1.899963 -7.699951 9.599914 2 5 2009 "02.05.2009_00:00"
"489" 0 -10.299988 10.299988 3 5 2009 "03.05.2009_00:00"
"490" -3.299988 -7.800049 11.100037 4 5 2009 "04.05.2009_00:00"
"491" -5.599976 -10.200012 15.799988 5 5 2009 "05.05.2009_00:00"
"492" -2.599976 -2.399963 4.999939 6 5 2009 "06.05.2009_00:00"
"493" -3 -6.5 9.5 7 5 2009 "07.05.2009_00:00"
"494" -1.599976 0 1.599976 8 5 2009 "08.05.2009_00:00"
"495" 0 -0.399963 0.399963 9 5 2009 "09.05.2009_00:00"
"496" 0 -1.300049 1.300049 10 5 2009 "10.05.2009_00:00"
"497" 0 -1.600037 1.600037 11 5 2009 "11.05.2009_00:00"
"498" 0 -0.399963 0.399963 12 5 2009 "12.05.2009_00:00"
"499" 0 -2.699951 2.699951 13 5 2009 "13.05.2009_00:00"
"500" 0 -3.799988 3.799988 14 5 2009 "14.05.2009_00:00"
"501" 0 -3.600037 3.600037 15 5 2009 "15.05.2009_00:00"
"502" -0.299988 -5.799988 6.099976 16 5 2009 "16.05.2009_00:00"
"503" -0.099976 -2.799988 2.899964 17 5 2009 "17.05.2009_00:00"
"504" -0.900024 -1.200012 2.100036 18 5 2009 "18.05.2009_00:00"
"505" -5.599976 -6.899963 12.499939 19 5 2009 "19.05.2009_00:00"
"506" -7.100037 -9 16.100037 20 5 2009 "20.05.2009_00:00"
"507" -6.5 -3.099976 9.599976 21 5 2009 "21.05.2009_00:00"
"508" -4 0 4 22 5 2009 "22.05.2009_00:00"
"509" 0 -7 7 23 5 2009 "23.05.2009_00:00"
"510" -2.700012 -4.299988 7 24 5 2009 "24.05.2009_00:00"
"511" 0 -2.200012 2.200012 25 5 2009 "25.05.2009_00:00"
"512" -0.100037 0 0.100037 26 5 2009 "26.05.2009_00:00"
"513" 0 -1.399963 1.399963 27 5 2009 "27.05.2009_00:00"
"514" 0 -14.900024 14.900024 28 5 2009 "28.05.2009_00:00"
"515" 0 -10 10 29 5 2009 "29.05.2009_00:00"
"516" -2.200012 -11.299988 13.5 30 5 2009 "30.05.2009_00:00"
"517" -1.5 -9 10.5 31 5 2009 "31.05.2009_00:00"
"518" -1.099976 -7.300049 8.400025 1 6 2009 "01.06.2009_00:00"
"519" 0 -9.300049 9.300049 2 6 2009 "02.06.2009_00:00"
"520" -1.200012 -1.5 2.700012 3 6 2009 "03.06.2009_00:00"
"521" -1.700012 -2.5 4.200012 4 6 2009 "04.06.2009_00:00"
"522" -0.200012 -1.900024 2.100036 5 6 2009 "05.06.2009_00:00"
"523" 0 0 0 6 6 2009 "06.06.2009_00:00"
"524" 0 -0.399963 0.399963 7 6 2009 "07.06.2009_00:00"
"525" -0.299988 0 0.299988 8 6 2009 "08.06.2009_00:00"
"526" -1.599976 0 1.599976 9 6 2009 "09.06.2009_00:00"
"527" -0.799988 0 0.799988 10 6 2009 "10.06.2009_00:00"
"528" -1.5 0 1.5 11 6 2009 "11.06.2009_00:00"
"529" -0.599976 -6.900024 7.5 12 6 2009 "12.06.2009_00:00"
"530" -3.5 -7.900024 11.400024 13 6 2009 "13.06.2009_00:00"
"531" -2.700012 -3.699951 6.399963 14 6 2009 "14.06.2009_00:00"
"532" -0.099976 -2 2.099976 15 6 2009 "15.06.2009_00:00"
"533" 0 0 0 16 6 2009 "16.06.2009_00:00"
"534" 0 -8.700012 8.700012 17 6 2009 "17.06.2009_00:00"
"535" -4.100037 -2.5 6.600037 18 6 2009 "18.06.2009_00:00"
"536" -0.899963 0 0.899963 19 6 2009 "19.06.2009_00:00"
"537" -1.200012 -3.800049 5.000061 20 6 2009 "20.06.2009_00:00"
"538" -1.299988 -10.099976 11.399964 21 6 2009 "21.06.2009_00:00"
"540" 0 -2 2 23 6 2009 "23.06.2009_00:00"
"541" -1.600037 -1.399963 3 24 6 2009 "24.06.2009_00:00"
"542" -2 -3.700012 5.700012 25 6 2009 "25.06.2009_00:00"
"543" -1 -1.5 2.5 26 6 2009 "26.06.2009_00:00"
"544" -2.100037 -0.099976 2.200013 27 6 2009 "27.06.2009_00:00"
"545" -1.099976 -1.599976 2.699952 28 6 2009 "28.06.2009_00:00"
"546" 0 -3.399963 3.399963 29 6 2009 "29.06.2009_00:00"
"547" 0 -5.599976 5.599976 30 6 2009 "30.06.2009_00:00"
"548" 0 -3.900024 3.900024 1 7 2009 "01.07.2009_00:00"
"549" -2.5 -3.099976 5.599976 2 7 2009 "02.07.2009_00:00"
"550" -2.900024 -2.299988 5.200012 3 7 2009 "03.07.2009_00:00"
"551" -2.099976 -3.799988 5.899964 4 7 2009 "04.07.2009_00:00"
"552" -3.100037 -2.799988 5.900025 5 7 2009 "05.07.2009_00:00"
"553" 0 -1.899963 1.899963 6 7 2009 "06.07.2009_00:00"
"554" -1 0 1 7 7 2009 "07.07.2009_00:00"
"555" 0 -0.5 0.5 8 7 2009 "08.07.2009_00:00"
"556" 0 -0.700012 0.700012 9 7 2009 "09.07.2009_00:00"
"557" -1.900024 -4.700012 6.600036 10 7 2009 "10.07.2009_00:00"
"558" -2.5 -6.600037 9.100037 11 7 2009 "11.07.2009_00:00"
"559" -2.200012 -0.799988 3 12 7 2009 "12.07.2009_00:00"
"560" -2.099976 -0.700012 2.799988 13 7 2009 "13.07.2009_00:00"
"561" -2.199951 0 2.199951 14 7 2009 "14.07.2009_00:00"
"562" -2.399963 0 2.399963 15 7 2009 "15.07.2009_00:00"
"563" -4.200012 -4.599976 8.799988 16 7 2009 "16.07.2009_00:00"
"564" -3.900024 0 3.900024 17 7 2009 "17.07.2009_00:00"
"565" -0.699951 0 0.699951 18 7 2009 "18.07.2009_00:00"
"566" 0 -3.799988 3.799988 19 7 2009 "19.07.2009_00:00"
"567" -4.600037 -4.899963 9.5 20 7 2009 "20.07.2009_00:00"
"568" -3 0 3 21 7 2009 "21.07.2009_00:00"
"569" -1.5 0 1.5 22 7 2009 "22.07.2009_00:00"
"570" -0.5 0 0.5 23 7 2009 "23.07.2009_00:00"
"571" 0 -1.700012 1.700012 24 7 2009 "24.07.2009_00:00"
"572" 0 -1.899963 1.899963 25 7 2009 "25.07.2009_00:00"
"573" -0.799988 -11.399963 12.199951 26 7 2009 "26.07.2009_00:00"
"574" -6.5 -3.400024 9.900024 27 7 2009 "27.07.2009_00:00"
"575" -1.599976 -1 2.599976 28 7 2009 "28.07.2009_00:00"
"576" -1.599976 -3.900024 5.5 29 7 2009 "29.07.2009_00:00"
"577" -2.099976 -0.299988 2.399964 30 7 2009 "30.07.2009_00:00"
"578" -1.400024 -6.800049 8.200073 31 7 2009 "31.07.2009_00:00"
"579" -3 -2.400024 5.400024 1 8 2009 "01.08.2009_00:00"
"580" -1.599976 0 1.599976 2 8 2009 "02.08.2009_00:00"
"581" 0 -0.600037 0.600037 3 8 2009 "03.08.2009_00:00"
"582" -0.400024 -1.600037 2.000061 4 8 2009 "04.08.2009_00:00"
"583" -0.200012 -7.799988 8 5 8 2009 "05.08.2009_00:00"
"584" -2.5 -9.799988 12.299988 6 8 2009 "06.08.2009_00:00"
"585" -6 -6.900024 12.900024 7 8 2009 "07.08.2009_00:00"
"586" -4.899963 -7.399963 12.299926 8 8 2009 "08.08.2009_00:00"
"587" -2.899963 -6.899963 9.799926 9 8 2009 "09.08.2009_00:00"
"588" -3.200012 -4.600037 7.800049 10 8 2009 "10.08.2009_00:00"
"589" -2.799988 -4.199951 6.999939 11 8 2009 "11.08.2009_00:00"
"590" -1.299988 -4.700012 6 12 8 2009 "12.08.2009_00:00"
"591" -2 -2.199951 4.199951 13 8 2009 "13.08.2009_00:00"
"592" 0 -5.400024 5.400024 14 8 2009 "14.08.2009_00:00"
"593" -0.5 -5.099976 5.599976 15 8 2009 "15.08.2009_00:00"
"594" -4.799988 -2.700012 7.5 16 8 2009 "16.08.2009_00:00"
"595" -4 -3.700012 7.700012 17 8 2009 "17.08.2009_00:00"
"596" -2.099976 -2.200012 4.299988 18 8 2009 "18.08.2009_00:00"
"597" -1 -3.799988 4.799988 19 8 2009 "19.08.2009_00:00"
"598" -3.099976 0 3.099976 20 8 2009 "20.08.2009_00:00"
"599" -2.599976 -2.799988 5.399964 21 8 2009 "21.08.2009_00:00"
"600" -1.399963 -5.200012 6.599975 22 8 2009 "22.08.2009_00:00"
"601" -0.599976 -9.400024 10 23 8 2009 "23.08.2009_00:00"
"602" -1.700012 -0.700012 2.400024 24 8 2009 "24.08.2009_00:00"
"603" -3.899963 -0.700012 4.599975 25 8 2009 "25.08.2009_00:00"
"604" -2.400024 -2.099976 4.5 26 8 2009 "26.08.2009_00:00"
"605" -0.900024 0 0.900024 27 8 2009 "27.08.2009_00:00"
"606" 0 -0.399963 0.399963 28 8 2009 "28.08.2009_00:00"
"607" 0 -0.400024 0.400024 29 8 2009 "29.08.2009_00:00"
"608" 0 -8.900024 8.900024 30 8 2009 "30.08.2009_00:00"
"609" -2.599976 -3.799988 6.399964 31 8 2009 "31.08.2009_00:00"
"610" -5.400024 0 5.400024 1 9 2009 "01.09.2009_00:00"
"611" -1.600037 0 1.600037 2 9 2009 "02.09.2009_00:00"
"612" 0 0 0 3 9 2009 "03.09.2009_00:00"
"613" 0 0 0 4 9 2009 "04.09.2009_00:00"
"614" 0 -2.299988 2.299988 5 9 2009 "05.09.2009_00:00"
"615" -2.700012 -11.299988 14 6 9 2009 "06.09.2009_00:00"
"616" -9 -10.600037 19.600037 7 9 2009 "07.09.2009_00:00"
"617" -10.899963 -9.899963 20.799926 8 9 2009 "08.09.2009_00:00"
"618" -8.699951 -7.100037 15.799988 9 9 2009 "09.09.2009_00:00"
"619" -3.599976 -9.5 13.099976 10 9 2009 "10.09.2009_00:00"
"620" -3.799988 -13.799988 17.599976 11 9 2009 "11.09.2009_00:00"
"621" -6.700012 -13.600037 20.300049 12 9 2009 "12.09.2009_00:00"
"622" -3.299988 -6.5 9.799988 13 9 2009 "13.09.2009_00:00"
"623" 0 -5.200012 5.200012 14 9 2009 "14.09.2009_00:00"
"624" 0 -4.599976 4.599976 15 9 2009 "15.09.2009_00:00"
"625" -1.700012 -7.300049 9.000061 16 9 2009 "16.09.2009_00:00"
"626" 0 -1.400024 1.400024 17 9 2009 "17.09.2009_00:00"
"627" -0.100037 -5.600037 5.700074 18 9 2009 "18.09.2009_00:00"
"628" -4.5 0 4.5 19 9 2009 "19.09.2009_00:00"
"629" -5.5 -3.900024 9.400024 20 9 2009 "20.09.2009_00:00"
"630" -4.200012 -5.399963 9.599975 21 9 2009 "21.09.2009_00:00"
"631" -2.100037 -7.200012 9.300049 22 9 2009 "22.09.2009_00:00"
"632" -0.699951 -11.699951 12.399902 23 9 2009 "23.09.2009_00:00"
"633" 0 -8.799988 8.799988 24 9 2009 "24.09.2009_00:00"
"634" 0 -10.100037 10.100037 25 9 2009 "25.09.2009_00:00"
"635" -3.099976 -12.700012 15.799988 26 9 2009 "26.09.2009_00:00"
"636" -4.599976 -9.700012 14.299988 27 9 2009 "27.09.2009_00:00"
"637" -2.5 -10.700012 13.200012 28 9 2009 "28.09.2009_00:00"
"638" 0 -3.799988 3.799988 29 9 2009 "29.09.2009_00:00"
"639" 0 -3.700012 3.700012 30 9 2009 "30.09.2009_00:00"
"640" 0 -0.800049 0.800049 1 10 2009 "01.10.2009_00:00"
"641" -1 -3.700012 4.700012 2 10 2009 "02.10.2009_00:00"
"642" -0.199951 -13.200012 13.399963 3 10 2009 "03.10.2009_00:00"
"643" 0 0 0 4 10 2009 "04.10.2009_00:00"
"644" -0.5 -0.599976 1.099976 5 10 2009 "05.10.2009_00:00"
"645" -1.399963 0 1.399963 6 10 2009 "06.10.2009_00:00"
"646" -1 0 1 7 10 2009 "07.10.2009_00:00"
"647" 0 0 0 8 10 2009 "08.10.2009_00:00"
"648" 0 -1.399963 1.399963 9 10 2009 "09.10.2009_00:00"
"649" 0 0 0 10 10 2009 "10.10.2009_00:00"
"650" 0 -1 1 11 10 2009 "11.10.2009_00:00"
"651" -2.5 0 2.5 12 10 2009 "12.10.2009_00:00"
"652" -0.299988 -13.100037 13.400025 13 10 2009 "13.10.2009_00:00"
"653" -1.200012 -11.400024 12.600036 14 10 2009 "14.10.2009_00:00"
"654" -0.399963 -6.799988 7.199951 15 10 2009 "15.10.2009_00:00"
"655" -0.899963 -8.299988 9.199951 16 10 2009 "16.10.2009_00:00"
"656" -1 -0.099976 1.099976 17 10 2009 "17.10.2009_00:00"
"657" -0.700012 -13.400024 14.100036 18 10 2009 "18.10.2009_00:00"
"658" -0.299988 -14.299988 14.599976 19 10 2009 "19.10.2009_00:00"
"659" -1.799988 0 1.799988 20 10 2009 "20.10.2009_00:00"
"660" -2.099976 0 2.099976 21 10 2009 "21.10.2009_00:00"
"661" -1.099976 0 1.099976 22 10 2009 "22.10.2009_00:00"
"662" 0 -6.800049 6.800049 23 10 2009 "23.10.2009_00:00"
"663" -1.299988 -10.900024 12.200012 24 10 2009 "24.10.2009_00:00"
"664" -0.400024 -11.5 11.900024 25 10 2009 "25.10.2009_00:00"
"665" -4 -11.299988 15.299988 26 10 2009 "26.10.2009_00:00"
"666" -3.800049 -9 12.800049 27 10 2009 "27.10.2009_00:00"
"667" -2.400024 -6.399963 8.799987 28 10 2009 "28.10.2009_00:00"
"668" -2.599976 -7.600037 10.200013 29 10 2009 "29.10.2009_00:00"
"669" -5.400024 -7.600037 13.000061 30 10 2009 "30.10.2009_00:00"
"670" -11.399963 -7.599976 18.999939 31 10 2009 "31.10.2009_00:00"
"671" -10.5 -6.5 17 1 11 2009 "01.11.2009_00:00"
"672" -7.900024 0 7.900024 2 11 2009 "02.11.2009_00:00"
"673" -0.099976 -1.5 1.599976 3 11 2009 "03.11.2009_00:00"
"674" -7.700012 0 7.700012 4 11 2009 "04.11.2009_00:00"
"675" -3.700012 0 3.700012 5 11 2009 "05.11.2009_00:00"
"676" 0 0 0 6 11 2009 "06.11.2009_00:00"
"677" -1.299988 0 1.299988 7 11 2009 "07.11.2009_00:00"
"678" -2.600037 0 2.600037 8 11 2009 "08.11.2009_00:00"
"679" -2.599976 -6.900024 9.5 9 11 2009 "09.11.2009_00:00"
"680" -0.100037 -8.900024 9.000061 10 11 2009 "10.11.2009_00:00"
"681" -2.099976 -7.199951 9.299927 11 11 2009 "11.11.2009_00:00"
"682" -1 0 1 12 11 2009 "12.11.2009_00:00"
"683" -0.700012 0 0.700012 13 11 2009 "13.11.2009_00:00"
"684" 0 0 0 14 11 2009 "14.11.2009_00:00"
"685" 0 0 0 15 11 2009 "15.11.2009_00:00"
"686" -0.700012 0 0.700012 16 11 2009 "16.11.2009_00:00"
"687" 0 0 0 17 11 2009 "17.11.2009_00:00"
"688" 0 -1.599976 1.599976 18 11 2009 "18.11.2009_00:00"
"689" 0 -0.599976 0.599976 19 11 2009 "19.11.2009_00:00"
"690" 0 0 0 20 11 2009 "20.11.2009_00:00"
"691" 0 0 0 21 11 2009 "21.11.2009_00:00"
"692" 0 0 0 22 11 2009 "22.11.2009_00:00"
"693" 0 0 0 23 11 2009 "23.11.2009_00:00"
"694" -0.200012 0 0.200012 24 11 2009 "24.11.2009_00:00"
"695" -1.200012 0 1.200012 25 11 2009 "25.11.2009_00:00"
"696" 0 0 0 26 11 2009 "26.11.2009_00:00"
"697" 0 0 0 27 11 2009 "27.11.2009_00:00"
"698" 0 0 0 28 11 2009 "28.11.2009_00:00"
"699" -0.400024 0 0.400024 29 11 2009 "29.11.2009_00:00"
"700" 0 0 0 30 11 2009 "30.11.2009_00:00"
"701" 0 0 0 1 12 2009 "01.12.2009_00:00"
"702" -0.399902 0 0.399902 2 12 2009 "02.12.2009_00:00"
"703" -5.199951 0 5.199951 3 12 2009 "03.12.2009_00:00"
"704" -4.900024 -0.600037 5.500061 4 12 2009 "04.12.2009_00:00"
"705" -4.800049 -2.900024 7.700073 5 12 2009 "05.12.2009_00:00"
"706" -4.200012 0 4.200012 6 12 2009 "06.12.2009_00:00"
"707" -3.299988 0 3.299988 7 12 2009 "07.12.2009_00:00"
"708" -0.399963 0 0.399963 8 12 2009 "08.12.2009_00:00"
"709" 0 -6.399963 6.399963 9 12 2009 "09.12.2009_00:00"
"710" -2.699951 -17.400024 20.099975 10 12 2009 "10.12.2009_00:00"
"711" -8.700012 -12 20.700012 11 12 2009 "11.12.2009_00:00"
"712" -9.900024 -12.099976 22 12 12 2009 "12.12.2009_00:00"
"713" -8 -12.5 20.5 13 12 2009 "13.12.2009_00:00"
"714" -0.299988 -17 17.299988 14 12 2009 "14.12.2009_00:00"
"715" 0 -21.200012 21.200012 15 12 2009 "15.12.2009_00:00"
"716" -6.399963 -16.700012 23.099975 16 12 2009 "16.12.2009_00:00"
"717" -5.5 -5.399963 10.899963 17 12 2009 "17.12.2009_00:00"
"718" -2.200012 -7.200012 9.400024 18 12 2009 "18.12.2009_00:00"
"719" -8.399963 -10.099976 18.499939 19 12 2009 "19.12.2009_00:00"
"720" -4.399963 -7 11.399963 20 12 2009 "20.12.2009_00:00"
"721" -6 0 6 21 12 2009 "21.12.2009_00:00"
"722" 0 0 0 22 12 2009 "22.12.2009_00:00"
"723" 0 0 0 23 12 2009 "23.12.2009_00:00"
"724" -0.900024 0 0.900024 24 12 2009 "24.12.2009_00:00"
"725" -0.099976 0 0.099976 25 12 2009 "25.12.2009_00:00"
"726" -0.799988 -4.800049 5.600037 26 12 2009 "26.12.2009_00:00"
"727" -1.399963 -3.5 4.899963 27 12 2009 "27.12.2009_00:00"
"728" -2.099976 -3.399963 5.499939 28 12 2009 "28.12.2009_00:00"
"729" -2.900024 0 2.900024 29 12 2009 "29.12.2009_00:00"
"730" 0 0 0 30 12 2009 "30.12.2009_00:00"
"731" 0 0 0 31 12 2009 "31.12.2009_00:00"
"732" -3.5 -1.200012 4.700012 1 1 2010 "01.01.2010_00:00"
"733" -7.400024 -4.5 11.900024 2 1 2010 "02.01.2010_00:00"
"734" -4.5 -10.600037 15.100037 3 1 2010 "03.01.2010_00:00"
"735" -3.599976 -4.400024 8 4 1 2010 "04.01.2010_00:00"
"736" 0 -9.599976 9.599976 5 1 2010 "05.01.2010_00:00"
"737" -2.699951 -5 7.699951 6 1 2010 "06.01.2010_00:00"
"738" -3.200073 0 3.200073 7 1 2010 "07.01.2010_00:00"
"739" 0 -23 23 8 1 2010 "08.01.2010_00:00"
"740" -1.5 -6.599976 8.099976 9 1 2010 "09.01.2010_00:00"
"741" -3.699951 -1.799988 5.499939 10 1 2010 "10.01.2010_00:00"
"742" -6 -4.099976 10.099976 11 1 2010 "11.01.2010_00:00"
"743" -0.200012 -6 6.200012 12 1 2010 "12.01.2010_00:00"
"744" -2.799988 0 2.799988 13 1 2010 "13.01.2010_00:00"
"745" -5.900024 -1.400024 7.300048 14 1 2010 "14.01.2010_00:00"
"746" -4.799988 -11.099976 15.899964 15 1 2010 "15.01.2010_00:00"
"747" -5.599976 -12.099976 17.699952 16 1 2010 "16.01.2010_00:00"
"748" -8.5 0 8.5 17 1 2010 "17.01.2010_00:00"
"749" -3.400024 -3.099976 6.5 18 1 2010 "18.01.2010_00:00"
"750" -13.200012 -9.900024 23.100036 19 1 2010 "19.01.2010_00:00"
"751" -5.599976 -0.399963 5.999939 20 1 2010 "20.01.2010_00:00"
"752" -4.400024 -4.700012 9.100036 21 1 2010 "21.01.2010_00:00"
